Id,Title,Category,Diagram,Interaction,Priority,State,Changed By,Description,Justification,Last Modified
102,Potential Data Repudiation by Azure Front Door (WAF),Repudiation,Azure Web App,HTTPS POST (TLS 1.2+) – signed (HMAC),High,Not Started,,"Azure Front Door (WAF) claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",,Generated
103,Data Flow Sniffing,Information Disclosure,Azure Web App,HTTPS POST (TLS 1.2+) – signed (HMAC),High,Not Started,,"Data flowing across HTTPS POST (TLS 1.2+) – signed (HMAC) may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",,Generated
104,Potential Process Crash or Stop for Azure Front Door (WAF),Denial Of Service,Azure Web App,HTTPS POST (TLS 1.2+) – signed (HMAC),High,Not Started,,"Azure Front Door (WAF) crashes, halts, stops or runs slowly; in all cases violating an availability metric.",,Generated
105,Data Flow HTTPS POST (TLS 1.2+) – signed (HMAC) Is Potentially Interrupted,Denial Of Service,Azure Web App,HTTPS POST (TLS 1.2+) – signed (HMAC),High,Not Started,,An external agent interrupts data flowing across a trust boundary in either direction.,,Generated
106,Elevation Using Impersonation,Elevation Of Privilege,Azure Web App,HTTPS POST (TLS 1.2+) – signed (HMAC),High,Not Started,,Azure Front Door (WAF) may be able to impersonate the context of Third Party Payment Provider in order to gain additional privilege.,,Generated
107,Azure Front Door (WAF) May be Subject to Elevation of Privilege Using Remote Code Execution,Elevation Of Privilege,Azure Web App,HTTPS POST (TLS 1.2+) – signed (HMAC),High,Not Started,,Third Party Payment Provider may be able to remotely execute code for Azure Front Door (WAF).,,Generated
108,Elevation by Changing the Execution Flow in Azure Front Door (WAF),Elevation Of Privilege,Azure Web App,HTTPS POST (TLS 1.2+) – signed (HMAC),High,Not Started,,An attacker may pass data into Azure Front Door (WAF) in order to change the flow of program execution within Azure Front Door (WAF) to the attacker's choosing.,,Generated
109,Cross Site Request Forgery,Elevation Of Privilege,Azure Web App,HTTPS POST (TLS 1.2+) – signed (HMAC),High,Not Started,,"Cross-site request forgery (CSRF or XSRF) is a type of attack in which an attacker forces a user's browser to make a forged request to a vulnerable site by exploiting an existing trust relationship between the browser and the vulnerable web site.  In a simple scenario, a user is logged in to web site A using a cookie as a credential.  The other browses to web site B.  Web site B returns a page with a hidden form that posts to web site A.  Since the browser will carry the user's cookie to web site A, web site B now can take any action on web site A, for example, adding an admin to an account.  The attack can be used to exploit any requests that the browser automatically authenticates, e.g. by session cookie, integrated authentication, IP whitelisting. The attack can be carried out in many ways such as by luring the victim to a site under control of the attacker, getting the user to click a link in a phishing email, or hacking a reputable web site that the victim will visit. The issue can only be resolved on the server side by requiring that all authenticated state-changing requests include an additional piece of secret payload (canary or CSRF token) which is known only to the legitimate web site and the browser and which is protected in transit through SSL/TLS. See the Forgery Protection property on the flow stencil for a list of mitigations.",,Generated
127,Potential Process Crash or Stop for Azure Front Door (WAF),Denial Of Service,Azure Web App,HTTPS GET/POST TLS 1.2+,High,Not Started,,"Azure Front Door (WAF) crashes, halts, stops or runs slowly; in all cases violating an availability metric.",,Generated
128,Data Flow HTTPS GET/POST TLS 1.2+ Is Potentially Interrupted,Denial Of Service,Azure Web App,HTTPS GET/POST TLS 1.2+,High,Not Started,,An external agent interrupts data flowing across a trust boundary in either direction.,,Generated
129,Elevation Using Impersonation,Elevation Of Privilege,Azure Web App,HTTPS GET/POST TLS 1.2+,High,Not Started,,Azure Front Door (WAF) may be able to impersonate the context of Admin User in order to gain additional privilege.,,Generated
130,Azure Front Door (WAF) May be Subject to Elevation of Privilege Using Remote Code Execution,Elevation Of Privilege,Azure Web App,HTTPS GET/POST TLS 1.2+,High,Not Started,,Admin User may be able to remotely execute code for Azure Front Door (WAF).,,Generated
131,Elevation by Changing the Execution Flow in Azure Front Door (WAF),Elevation Of Privilege,Azure Web App,HTTPS GET/POST TLS 1.2+,High,Not Started,,An attacker may pass data into Azure Front Door (WAF) in order to change the flow of program execution within Azure Front Door (WAF) to the attacker's choosing.,,Generated
132,Cross Site Request Forgery,Elevation Of Privilege,Azure Web App,HTTPS GET/POST TLS 1.2+,High,Not Started,,"Cross-site request forgery (CSRF or XSRF) is a type of attack in which an attacker forces a user's browser to make a forged request to a vulnerable site by exploiting an existing trust relationship between the browser and the vulnerable web site.  In a simple scenario, a user is logged in to web site A using a cookie as a credential.  The other browses to web site B.  Web site B returns a page with a hidden form that posts to web site A.  Since the browser will carry the user's cookie to web site A, web site B now can take any action on web site A, for example, adding an admin to an account.  The attack can be used to exploit any requests that the browser automatically authenticates, e.g. by session cookie, integrated authentication, IP whitelisting. The attack can be carried out in many ways such as by luring the victim to a site under control of the attacker, getting the user to click a link in a phishing email, or hacking a reputable web site that the victim will visit. The issue can only be resolved on the server side by requiring that all authenticated state-changing requests include an additional piece of secret payload (canary or CSRF token) which is known only to the legitimate web site and the browser and which is protected in transit through SSL/TLS. See the Forgery Protection property on the flow stencil for a list of mitigations.",,Generated
138,Azure DevOps Pipeline Agent Process Memory Tampered,Tampering,Azure Web App,Deploy package (HTTPS – Zip Deploy/ARM),High,Not Started,,"If Azure DevOps Pipeline Agent is given access to memory, such as shared memory or pointers, or is given the ability to control what Azure App Service Web App Backend executes (for example, passing back a function pointer.), then Azure DevOps Pipeline Agent can tamper with Azure App Service Web App Backend. Consider if the function could work with less access to memory, such as passing data rather than pointers. Copy in data provided, and then validate it.",,Generated
139,Cross Site Scripting,Tampering,Azure Web App,Deploy package (HTTPS – Zip Deploy/ARM),High,Not Started,,The web server 'Azure App Service Web App Backend' could be a subject to a cross-site scripting attack because it does not sanitize untrusted input.,,Generated
140,Potential Data Repudiation by Azure App Service Web App Backend,Repudiation,Azure Web App,Deploy package (HTTPS – Zip Deploy/ARM),High,Not Started,,"Azure App Service Web App Backend claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",,Generated
141,Data Flow Sniffing,Information Disclosure,Azure Web App,Deploy package (HTTPS – Zip Deploy/ARM),High,Not Started,,"Data flowing across Deploy package (HTTPS – Zip Deploy/ARM) may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",,Generated
142,Potential Process Crash or Stop for Azure App Service Web App Backend,Denial Of Service,Azure Web App,Deploy package (HTTPS – Zip Deploy/ARM),High,Not Started,,"Azure App Service Web App Backend crashes, halts, stops or runs slowly; in all cases violating an availability metric.",,Generated
143,Data Flow Deploy package (HTTPS – Zip Deploy/ARM) Is Potentially Interrupted,Denial Of Service,Azure Web App,Deploy package (HTTPS – Zip Deploy/ARM),High,Not Started,,An external agent interrupts data flowing across a trust boundary in either direction.,,Generated
144,Elevation Using Impersonation,Elevation Of Privilege,Azure Web App,Deploy package (HTTPS – Zip Deploy/ARM),High,Not Started,,Azure App Service Web App Backend may be able to impersonate the context of Azure DevOps Pipeline Agent in order to gain additional privilege.,,Generated
145,Azure App Service Web App Backend May be Subject to Elevation of Privilege Using Remote Code Execution,Elevation Of Privilege,Azure Web App,Deploy package (HTTPS – Zip Deploy/ARM),High,Not Started,,Azure DevOps Pipeline Agent may be able to remotely execute code for Azure App Service Web App Backend.,,Generated
146,Elevation by Changing the Execution Flow in Azure App Service Web App Backend,Elevation Of Privilege,Azure Web App,Deploy package (HTTPS – Zip Deploy/ARM),High,Not Started,,An attacker may pass data into Azure App Service Web App Backend in order to change the flow of program execution within Azure App Service Web App Backend to the attacker's choosing.,,Generated
147,Cross Site Request Forgery,Elevation Of Privilege,Azure Web App,Deploy package (HTTPS – Zip Deploy/ARM),High,Not Started,,"Cross-site request forgery (CSRF or XSRF) is a type of attack in which an attacker forces a user's browser to make a forged request to a vulnerable site by exploiting an existing trust relationship between the browser and the vulnerable web site.  In a simple scenario, a user is logged in to web site A using a cookie as a credential.  The other browses to web site B.  Web site B returns a page with a hidden form that posts to web site A.  Since the browser will carry the user's cookie to web site A, web site B now can take any action on web site A, for example, adding an admin to an account.  The attack can be used to exploit any requests that the browser automatically authenticates, e.g. by session cookie, integrated authentication, IP whitelisting. The attack can be carried out in many ways such as by luring the victim to a site under control of the attacker, getting the user to click a link in a phishing email, or hacking a reputable web site that the victim will visit. The issue can only be resolved on the server side by requiring that all authenticated state-changing requests include an additional piece of secret payload (canary or CSRF token) which is known only to the legitimate web site and the browser and which is protected in transit through SSL/TLS. See the Forgery Protection property on the flow stencil for a list of mitigations.",,Generated
149,Spoofing of Destination Data Store Azure Key Vault,Spoofing,Azure Web App,CI/CD secret read (HTTPS – SP/OIDC),High,Not Started,,Azure Key Vault may be spoofed by an attacker and this may lead to data being written to the attacker's target instead of Azure Key Vault. Consider using a standard authentication mechanism to identify the destination data store.,,Generated
150,The Azure Key Vault Data Store Could Be Corrupted,Tampering,Azure Web App,CI/CD secret read (HTTPS – SP/OIDC),High,Not Started,,Data flowing across CI/CD secret read (HTTPS – SP/OIDC) may be tampered with by an attacker. This may lead to corruption of Azure Key Vault. Ensure the integrity of the data flow to the data store.,,Generated
151,Data Store Denies Azure Key Vault Potentially Writing Data,Repudiation,Azure Web App,CI/CD secret read (HTTPS – SP/OIDC),High,Not Started,,"Azure Key Vault claims that it did not write data received from an entity on the other side of the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",,Generated
152,Data Flow Sniffing,Information Disclosure,Azure Web App,CI/CD secret read (HTTPS – SP/OIDC),High,Not Started,,"Data flowing across CI/CD secret read (HTTPS – SP/OIDC) may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",,Generated
153,Potential Excessive Resource Consumption for Azure DevOps Pipeline Agent or Azure Key Vault,Denial Of Service,Azure Web App,CI/CD secret read (HTTPS – SP/OIDC),High,Not Started,,"Does Azure DevOps Pipeline Agent or Azure Key Vault take explicit steps to control resource consumption? Resource consumption attacks can be hard to deal with, and there are times that it makes sense to let the OS do the job. Be careful that your resource requests don't deadlock, and that they do timeout.",,Generated
154,Data Flow CI/CD secret read (HTTPS – SP/OIDC) Is Potentially Interrupted,Denial Of Service,Azure Web App,CI/CD secret read (HTTPS – SP/OIDC),High,Not Started,,An external agent interrupts data flowing across a trust boundary in either direction.,,Generated
155,Data Store Inaccessible,Denial Of Service,Azure Web App,CI/CD secret read (HTTPS – SP/OIDC),High,Not Started,,An external agent prevents access to a data store on the other side of the trust boundary.,,Generated
158,Authorization Bypass,Information Disclosure,Azure Web App,TLS 1.2+,High,Not Started,,"Can you access Azure SQL Database and bypass the permissions for the object? For example by editing the files directly with a hex editor, or reaching it via filesharing? Ensure that your program is the only one that can access the data, and that all other subjects have to use your interface.",,Generated
159,Authorization Bypass,Information Disclosure,Azure Web App,Managed Identity - Get Secret,High,Not Started,,"Can you access Azure Key Vault and bypass the permissions for the object? For example by editing the files directly with a hex editor, or reaching it via filesharing? Ensure that your program is the only one that can access the data, and that all other subjects have to use your interface.",,Generated
160,Authorization Bypass,Information Disclosure,Azure Web App,Telemetry HTTPS,High,Not Started,,"Can you access Azure Monitor/Log Analytics and bypass the permissions for the object? For example by editing the files directly with a hex editor, or reaching it via filesharing? Ensure that your program is the only one that can access the data, and that all other subjects have to use your interface.",,Generated
161,Authorization Bypass,Information Disclosure,Azure Web App,GET/PUT/HEAD/DELETE over HTTPS (TLS 1.2+) – AAD token via Managed Identity,High,Not Started,,"Can you access Azure Blob Storage and bypass the permissions for the object? For example by editing the files directly with a hex editor, or reaching it via filesharing? Ensure that your program is the only one that can access the data, and that all other subjects have to use your interface.",,Generated
162,Weak Authentication Scheme,Information Disclosure,Azure Web App,HTTPS TLS 1.2+,High,Not Started,,"Custom authentication schemes are susceptible to common weaknesses such as weak credential change management, credential equivalence, easily guessable credentials, null credentials, downgrade authentication or a weak credential change management system. Consider the impact and potential mitigations for your custom authentication scheme.",,Generated
164,Collision Attacks,Tampering,Azure Web App,HTTPS TLS 1.2+,High,Not Started,,"Attackers who can send a series of packets or messages may be able to overlap data. For example, packet 1 may be 100 bytes starting at offset 0. Packet 2 may be 100 bytes starting at offset 25. Packet 2 will overwrite 75 bytes of packet 1. Ensure you reassemble data before filtering it, and ensure you explicitly handle these sorts of cases.",,Generated
163,Replay Attacks,Tampering,Azure Web App,HTTPS TLS 1.2+,High,Not Started,,Packets or messages without sequence numbers or timestamps can be captured and replayed in a wide variety of ways. Implement or utilize an existing communication protocol that supports anti-replay techniques (investigate sequence numbers before timers) and strong integrity.,,Generated
165,Replay Attacks,Tampering,Azure Web App,Deploy package (HTTPS – Zip Deploy/ARM),High,Not Started,,Packets or messages without sequence numbers or timestamps can be captured and replayed in a wide variety of ways. Implement or utilize an existing communication protocol that supports anti-replay techniques (investigate sequence numbers before timers) and strong integrity.,,Generated
166,Collision Attacks,Tampering,Azure Web App,Deploy package (HTTPS – Zip Deploy/ARM),High,Not Started,,"Attackers who can send a series of packets or messages may be able to overlap data. For example, packet 1 may be 100 bytes starting at offset 0. Packet 2 may be 100 bytes starting at offset 25. Packet 2 will overwrite 75 bytes of packet 1. Ensure you reassemble data before filtering it, and ensure you explicitly handle these sorts of cases.",,Generated
167,Weak Authentication Scheme,Information Disclosure,Azure Web App,Deploy package (HTTPS – Zip Deploy/ARM),High,Not Started,,"Custom authentication schemes are susceptible to common weaknesses such as weak credential change management, credential equivalence, easily guessable credentials, null credentials, downgrade authentication or a weak credential change management system. Consider the impact and potential mitigations for your custom authentication scheme.",,Generated
168,Authorization Bypass,Information Disclosure,Azure Web App,CI/CD secret read (HTTPS – SP/OIDC),High,Not Started,,"Can you access Azure Key Vault and bypass the permissions for the object? For example by editing the files directly with a hex editor, or reaching it via filesharing? Ensure that your program is the only one that can access the data, and that all other subjects have to use your interface.",,Generated
170,Lower Trusted Subject Updates Logs,Repudiation,Azure Web App,TLS 1.2+,High,Not Started,,"If you have trust levels, is anyone other outside of the highest trust level allowed to log? Letting everyone write to your logs can lead to repudiation problems. Only allow trusted code to log.",,Generated
169,Risks from Logging,Tampering,Azure Web App,TLS 1.2+,High,Not Started,,"Log readers can come under attack via log files. Consider ways to canonicalize data in all logs. Implement a single reader for the logs, if possible, in order to reduce attack surface area. Be sure to understand and document log file elements which come from untrusted sources.",,Generated
171,Data Logs from an Unknown Source,Repudiation,Azure Web App,TLS 1.2+,High,Not Started,,Do you accept logs from unknown or weakly authenticated users or systems? Identify and authenticate the source of the logs before accepting them.,,Generated
172,Insufficient Auditing,Repudiation,Azure Web App,TLS 1.2+,High,Not Started,,Does the log capture enough data to understand what happened in the past? Do your logs capture enough data to understand an incident after the fact? Is such capture lightweight enough to be left on all the time? Do you have enough data to deal with repudiation claims? Make sure you log sufficient and appropriate data to handle a repudiation claims. You might want to talk to an audit expert as well as a privacy expert about your choice of data.,,Generated
173,Potential Weak Protections for Audit Data,Repudiation,Azure Web App,TLS 1.2+,High,Not Started,,"Consider what happens when the audit mechanism comes under attack, including attempts to destroy the logs, or attack log analysis programs. Ensure access to the log is through a reference monitor, which controls read and write separately. Document what filters, if any, readers can rely on, or writers should expect",,Generated
174,Weak Credential Storage,Information Disclosure,Azure Web App,TLS 1.2+,High,Not Started,,"Credentials held at the server are often disclosed or tampered with and credentials stored on the client are often stolen. For server side, consider storing a salted hash of the credentials instead of storing the credentials themselves. If this is not possible due to business requirements, be sure to encrypt the credentials before storage, using an SDL-approved mechanism. For client side, if storing credentials is required, encrypt them and protect the data store in which they're stored",,Generated
175,Weak Credential Storage,Information Disclosure,Azure Web App,Managed Identity - Get Secret,High,Not Started,,"Credentials held at the server are often disclosed or tampered with and credentials stored on the client are often stolen. For server side, consider storing a salted hash of the credentials instead of storing the credentials themselves. If this is not possible due to business requirements, be sure to encrypt the credentials before storage, using an SDL-approved mechanism. For client side, if storing credentials is required, encrypt them and protect the data store in which they're stored",,Generated
176,Weak Credential Storage,Information Disclosure,Azure Web App,CI/CD secret read (HTTPS – SP/OIDC),High,Not Started,,"Credentials held at the server are often disclosed or tampered with and credentials stored on the client are often stolen. For server side, consider storing a salted hash of the credentials instead of storing the credentials themselves. If this is not possible due to business requirements, be sure to encrypt the credentials before storage, using an SDL-approved mechanism. For client side, if storing credentials is required, encrypt them and protect the data store in which they're stored",,Generated
177,Risks from Logging,Tampering,Azure Web App,GET/PUT/HEAD/DELETE over HTTPS (TLS 1.2+) – AAD token via Managed Identity,High,Not Started,,"Log readers can come under attack via log files. Consider ways to canonicalize data in all logs. Implement a single reader for the logs, if possible, in order to reduce attack surface area. Be sure to understand and document log file elements which come from untrusted sources.",,Generated
178,Lower Trusted Subject Updates Logs,Repudiation,Azure Web App,GET/PUT/HEAD/DELETE over HTTPS (TLS 1.2+) – AAD token via Managed Identity,High,Not Started,,"If you have trust levels, is anyone other outside of the highest trust level allowed to log? Letting everyone write to your logs can lead to repudiation problems. Only allow trusted code to log.",,Generated
179,Data Logs from an Unknown Source,Repudiation,Azure Web App,GET/PUT/HEAD/DELETE over HTTPS (TLS 1.2+) – AAD token via Managed Identity,High,Not Started,,Do you accept logs from unknown or weakly authenticated users or systems? Identify and authenticate the source of the logs before accepting them.,,Generated
180,Insufficient Auditing,Repudiation,Azure Web App,GET/PUT/HEAD/DELETE over HTTPS (TLS 1.2+) – AAD token via Managed Identity,High,Not Started,,Does the log capture enough data to understand what happened in the past? Do your logs capture enough data to understand an incident after the fact? Is such capture lightweight enough to be left on all the time? Do you have enough data to deal with repudiation claims? Make sure you log sufficient and appropriate data to handle a repudiation claims. You might want to talk to an audit expert as well as a privacy expert about your choice of data.,,Generated
181,Potential Weak Protections for Audit Data,Repudiation,Azure Web App,GET/PUT/HEAD/DELETE over HTTPS (TLS 1.2+) – AAD token via Managed Identity,High,Not Started,,"Consider what happens when the audit mechanism comes under attack, including attempts to destroy the logs, or attack log analysis programs. Ensure access to the log is through a reference monitor, which controls read and write separately. Document what filters, if any, readers can rely on, or writers should expect",,Generated
182,Risks from Logging,Tampering,Azure Web App,Telemetry HTTPS,High,Not Started,,"Log readers can come under attack via log files. Consider ways to canonicalize data in all logs. Implement a single reader for the logs, if possible, in order to reduce attack surface area. Be sure to understand and document log file elements which come from untrusted sources.",,Generated
183,Lower Trusted Subject Updates Logs,Repudiation,Azure Web App,Telemetry HTTPS,High,Not Started,,"If you have trust levels, is anyone other outside of the highest trust level allowed to log? Letting everyone write to your logs can lead to repudiation problems. Only allow trusted code to log.",,Generated
184,Data Logs from an Unknown Source,Repudiation,Azure Web App,Telemetry HTTPS,High,Not Started,,Do you accept logs from unknown or weakly authenticated users or systems? Identify and authenticate the source of the logs before accepting them.,,Generated
185,Insufficient Auditing,Repudiation,Azure Web App,Telemetry HTTPS,High,Not Started,,Does the log capture enough data to understand what happened in the past? Do your logs capture enough data to understand an incident after the fact? Is such capture lightweight enough to be left on all the time? Do you have enough data to deal with repudiation claims? Make sure you log sufficient and appropriate data to handle a repudiation claims. You might want to talk to an audit expert as well as a privacy expert about your choice of data.,,Generated
186,Potential Weak Protections for Audit Data,Repudiation,Azure Web App,Telemetry HTTPS,High,Not Started,,"Consider what happens when the audit mechanism comes under attack, including attempts to destroy the logs, or attack log analysis programs. Ensure access to the log is through a reference monitor, which controls read and write separately. Document what filters, if any, readers can rely on, or writers should expect",,Generated
